Position,Artist,Song Title,spotify_track_ids,danceability,energy,speechiness,acousticness,liveness,instrumentalness,valence,tempo,loudness,lyrics,anger,disgust,fear,joy,sadness
54,Bobby Shmurda,Hot Boy,0rFke7eNFHbGuGJUdRgjB2,0.859,0.5,0.347,0.042,0.0616,1.6e-05,0.186,83.981,-7.628,"Hot Boy Lyrics
Ich bin ein hot Boy, so wie Bobby Shmurda
Ich hab Goldketten drauf auf meinem Körper
Ich trag ne Gucci Jacke und Louis Vuitton Belts
Ich zieh die Glock, wenn sich mir jemand in den Weg stellt

Denn du weißt ich bin ein hot Boy (Hot Boy)
Meine Gang vertickt den Stoff, Boy (Stoff Boy)
Denn du weißt ich bin ein hot Boy (Hot Boy)
Meine Gang vertickt den Stoff, Boy (Stoff)
Kein Mezzo Mix; wir trinken nur Spirituosen
Ich trage Fendi Gürtel und Versace Unterhosen
Ich bin bei Burger King und order mir ein King Meal
Ich kann nicht wieder aufstehen, weil ich noch nie hinfiel

Denn du weißt ich bin ein hot Boy (Hot Boy)
Meine Gang vertickt den Stoff, Boy (Stoff Boy)
Wir chillen hier am Block, man (Block man)
Denn ich bin so übertrieben hot, damn (Damn)

Hustensaft Jüngling, Glo up Dinero Gang
Ich gebe keinen Fick, denn ich will das Dinero , man
Mula, Gwalla, Mula, Guap, (Mula)
Gwalla, Mula, Guap, Mula
Das ist alles was ich neede, das ist, was ich mach
2015! Das ist unser Takeover
Ich habe eine neue Gold Daytona (Gold)
Denn du weißt ich bin ein hot Boy (Hot)
Meine Gang vertickt den Stoff, Boy
You might also likeEmbed",0.038094,0.047383,0.085233,0.444891,0.214026
55,Drake feat. Majid Jordan,"Hold On, We're Going Home",2aSC2xhRxOLiiZZVjhbylH,0.777,0.414,0.0946,0.00421,0.0724,2.73e-05,0.287,100.002,-7.44,"TranslationsEspañolFrançaisHold On, We’re Going Home Lyrics
I got my eyes on you
You're everything that I see
I want your hot love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be
Just hold on, we're going home
Just hold on, we're going home
It's hard to do these things alone
Just hold on, we're going home

I got my eyes on you
You're everything that I see
I want your hot love and emotion endlessly
I can't get over you
You left your mark on me
I want your hot love and emotion endlessly

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be

So just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home, going home)
See Drake LiveGet tickets as low as $136You might also like
You're the girl, you're the one
Gave you everything I loved
I think there's something, baby
I think there's something, baby
You're the girl, you're the one
Gave you everything I loved
I think there's something, baby
I think there's something, baby

'Cause you're a good girl and you know it
You act so different around me
'Cause you're a good girl and you know it
I know exactly who you could be

Oh, just hold on, we're going home (Going home)
Just hold on, we're going home (Going home)
It's hard to do these things alone (Things alone)
Just hold on, we're going home (Going home)
Home (Going home)

Hold on
Oh, oh
506Embed",0.083524,0.027328,0.122311,0.46931,0.186655
56,Ed Sheeran,Sing,6K8qKeWo5MsFED7wCR6Kop,0.818,0.67,0.0472,0.304,0.0601,1.22e-06,0.939,119.988,-4.451,"TranslationsEspañolSing Lyrics
It's late in the evening
Glass on the side
I've been sat with you
For most of the night
Ignorin' everybody here
We wish they would disappear
So maybe we could get down now
I don't wanna know
If you're gettin' ahead of the program
I want you to be mine, lady
To hold your body close
Take another step into the no-man's land
And for the longest time, lady
I need you, darling
Come on, set the tone
If you feel you're fallin'
Won’t you let me know?
Oh-oh, ooh-ooh
Oh-oh, ooh-ooh
If you love me
Come on, get involved
Feel it rushin' through you
From your head to toe
Oh-oh, ooh-ooh
Oh-oh, ooh-ooh

Sing!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Louder!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Sing!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh

This love is ablaze, I saw flames from the side of the stage
And the fire brigade comes in a couple of days
Until then, we got nothin' to say and nothin' to know
But somethin' to drink and maybe somethin' to smoke
Let it go until our roads are changed
Singin' ""We Found Love"" in a local rave
No, I don't really know what I'm supposed to say
But I can just figure it out, then hope and pray
I told her my name, then said ""It's nice to meet you""
Then she handed me a bottle of water filled with tequila
I already know if she's a keeper
Just from this one small act of kindness, I'm in
Deep **** if anybody finds out
I meant to drive home but I drunk all of it now
Not soberin' up, we just sit on the couch
One thing led to another, now she's kissin' my mouth
You might also like
I need you, darling
Come on, set the tone
If you feel you're fallin'
Won’t you let me know?
Oh-oh, ooh-ooh
Oh-oh, ooh-ooh
If you love me
Come on, get involved
Feel it rushin' through you
From your head to toe
Oh-oh, ooh-ooh
Oh-oh, ooh-ooh

Sing!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Louder!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh
Sing!
Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh

Can you feel it?
All the guys in here don't even wanna dance
Can you feel it?
All that I can hear is music from the back
But can you feel it?
Found you hidin' here so won't you take my hand, darlin'?
Before the beat kicks in again
Can you feel it?
Can you feel it?
Sing!
(Oh-oh-oh-oh-oh-oh-oh) I need you, darling
(Oh-oh-oh-oh) Come on, set the tone
(Oh-oh-oh-oh-oh-oh-oh) If you feel you're fallin'
(Oh-oh-oh-oh) Won’t you let me know?
Louder!
Oh-oh, ooh-ooh (Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh)
Oh-oh, ooh-ooh (Oh-oh-oh-oh-oh-oh-oh, oh-oh-oh-oh)
Sing!
(Oh-oh-oh-oh-oh-oh-oh) If you love me
(Oh-oh-oh-oh) Come on, get involved
(Oh-oh-oh-oh-oh-oh-oh) Feel it rushin' through you
(Oh-oh-oh-oh) From your head to toe
Louder!
Oh-oh, ooh-ooh
Oh-oh, ooh-ooh
Sing!125Embed",0.082931,0.033203,0.150051,0.472454,0.18462
57,Imagine Dragons,Radioactive,4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,0.0627,0.106,0.668,0.000108,0.236,136.245,-3.686,"TranslationsPortuguêsRadioactive Lyrics
Whoa, oh-oh
Whoa, oh-oh
Whoa, oh-oh
Whoa

I'm waking up to ash and dust
I wipe my brow and I sweat my rust
I'm breathing in the chemicals
I'm breaking in, shaping up
Then checking out on the prison bus
This is it, the apocalypse
Whoa

I'm waking up, I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age

Whoa-oh, whoa
I'm radioactive, radioactive
Whoa-oh, whoa
I'm radioactive, radioactive

I raise my flags, dye my clothes
It's a revolution, I suppose
We're painted red to fit right in
Whoa

I'm breaking in, shaping up
Then checking out on the prison bus
This is it, the apocalypse
Whoa
See Imagine Dragons LiveGet tickets as low as $37You might also like
I'm waking up, I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age

Whoa-oh, whoa
I'm radioactive, radioactive
Whoa-oh, whoa
I'm radioactive, radioactive

All systems go, the sun hasn't died
Deep in my bones, straight from inside

I'm waking up, I feel it in my bones
Enough to make my system blow
Welcome to the new age, to the new age
Welcome to the new age, to the new age

Whoa-oh, whoa
I'm radioactive, radioactive
Whoa-oh, whoa
I'm radioactive, radioactive323Embed",0.106298,0.048896,0.177208,0.36038,0.204327
58,Yg feat. Jeezy and Rich Homie Quan,My Hitta,5G47DlluL671zo0k3OhoSm,0.764,0.504,0.106,0.135,0.143,0.0,0.678,85.545,-6.781,"My Hitta Lyrics
Mustard on the beat

I said that I'ma ride for my (Hitta, my hitta)
Most likely I'ma die for my (Hitta, my hitta)
I've been grindin outside all day with my (Hittas)
And I ain't goin' in unless I'm with my hittas
My hitta, my hitta (My hitta, my hitta)
My hitta, my hitta (My hitta, my hitta)
My hittas, my hittas (My hittas, my hittas)
My hittas, my hittas, duh
First thing's first I love all my hittas
This rap rap cracked and I involve my hittas
You lookin' for some lean, lemme call my hitta
He sell it for the high, I need all mines hitta
Some hittas smoke smoke, some hittas drink drank
Got hittas on the block with the Glock that don't think
That's a hitta back up, they in a bucket lapped up
I got to act right if you hittas wanna act up
He talkin' like a snitch no, that ain't my hitta
He trippin' off a bitch no, that ain't my hitta
Take a case, yeah that's my hitta
Know him since I was eight, yeah that's my hitta
Fucked my first bitch, passed her to my hitta
Hit my first lick, passed with my hitta my hitta
Fuck them other hittas cause I'm down for my hittas
I ride for my hittas, fuck them other hittas

I said that I'ma ride for my (Hitta, my hitta)
Most likely I'ma die for my (Hitta, my hitta)
I've been grindin outside all day with my (Hittas)
And I ain't goin' in unless I'm with my hittas
My hitta, my hitta (Dope boys my hittas)
My hitta, my hitta (YG my hitta)
My hittas, my hittas (Rich Homie my hitta)
My hittas, my hittas (It's the motherfuckin' world)
See YG LiveGet tickets as low as $22You might also like
Just know I'm down with the hittas down for me
I got two words for you, love and loyalty
It was me and my hitta, trippin' on a half a B
When we used to hit a mall and buy everything we see
Me and my down ass hitta gettin' twisted
Hitta get to trippin', knock the gravy out your biscuit
Just know I fucked with you the long way, my hitta
So when I see you out I'm like, ""Hey, my hitta!""
Drink that act right by the case, my hittas
Drink that act right and get straight with my hittas
Me and my hitta ridin' dirty tryna chase them figures
Who got the yopper, who got the yola? Don't matter, go figure

I said that I'ma ride for my (Wassup)
Most likely I'ma die for my (Finger on the...)
I've been grindin outside all day with my hittas
And I ain't goin' in unless I'm with my hittas
My hitta, my hitta (Yeah)
My hitta, my hitta (YG my hitta)
My hittas, my hittas (Rich Homie my hitta)
My hittas, my hittas (My my my)

My homie got K, my homie got weight
My homie fronted me, he the reason I'm straight
My homie got a house, my homie got a lake
My homie we eatin', my homie get a plate
And we're still hittin' licks, my hitta, my hitta
Runnin' off a hitta shit, my hitta, my hitta
I fucked a hitta bitch with my hitta, my hitta
If a hitta talkin' shit then he ain't my hitta
My hitta, my hitta (My hitta, my hitta)
Yg my hitta and I ain't goin' in, ain't tryna leave my hittas
Shawty seein' me and want to leave with a hitta
But it wasn't enough room cause I came with my hittas
My hittas, my hittas
I need a set of wings cause I'm too fly, hitta
And I'm all about my business like a suit and tie hitta
I ride for my hittas (Believe that)
I said that I'ma ride for my (Hitta, my hitta)
Most likely I'ma die for my (Hitta, my hitta)
I've been grindin outside all day with my (Hittas)
And I ain't goin' in unless I'm with my hittas
My hitta, my hitta
My hitta, my hitta
My hittas, my hittas
My hittas, my hittas

My hitta, my hitta
My hitta, my hitta
My hitta, my hitta1Embed",0.183511,0.050333,0.107594,0.322473,0.255352
59,Echosmith,Cool Kids,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,0.0336,0.0372,0.12,8.21e-06,0.786,130.027,-6.279,"Cool Kids Lyrics
She sees them walking in a straight line, that's not really her style
And they all got the same heartbeat, but hers is falling behind
Nothing in this world could ever bring them down
Yeah, they're invincible, and she's just in the background
And she says...

I wish that I could be like the cool kids
'Cause all the cool kids, they seem to fit in
I wish that I could be like the cool kids
Like the cool kids
He sees them talking with a big smile, but they haven't got a clue
Yeah, they're living the good life, can't see what he is going through
They're driving fast cars, but they don't know where they're going
In the fast lane, living life without knowing
And he says...

I wish that I could be like the cool kids
'Cause all the cool kids, they seem to fit in
I wish that I could be like the cool kids
Like the cool kids
I wish that I could be like the cool kids
'Cause all the cool kids, they seem to get it
I wish that I could be like the cool kids
Like the cool kids

And they said...

I wish that I could be like the cool kids
'Cause all the cool kids, they seem to fit in
I wish that I could be like the cool kids
Like the cool kids
I wish that I could be like the cool kids
'Cause all the cool kids, they seem to fit in
I wish that I could be like the cool kids
Like the cool kids
I wish that I could be like the cool kids
'Cause all the cool kids, they seem to get it
I wish that I could be like the cool kids
Like the cool kidsYou might also like137Embed",0.029684,0.015246,0.061558,0.793419,0.107488
60,Avicii,Hey Brother,4lhqb6JvbHId48OUJGwymk,0.545,0.78,0.0436,0.0309,0.0828,4.64e-05,0.458,125.014,-4.867,"TranslationsPortuguêsHey Brother Lyrics
Hey, brother
There's an endless road to rediscover
Hey, sister
Know the water's sweet but blood is thicker

Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do

Hey, brother
Do you still believe in one another?
Hey, sister
Do you still believe in love?
I wonder
Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do

What if I'm far from home?
Oh brother, I will hear you call
What if I lose it all?
Oh sister, I will help you out
Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do


Hey, brother
There's an endless road to rediscover
Hey, sister
Do you still believe in love?
I wonder

Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't do

What if I'm far from home?
Oh brother, I will hear you call
What if I lose it all?
Oh sister, I will help you out
Oh, if the sky comes falling down
For you, there's nothing in this world I wouldn't doYou might also like116Embed",0.079141,0.034932,0.137214,0.370539,0.275443
61,Jason Derulo,Trumpets,5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0.258,0.555,0.097,0.0,0.638,82.142,-4.862,"Trumpets Lyrics
Every time that you get undressed
I hear symphonies in my head
I wrote this song just looking at you oh, oh
Yeah, the drums they swing low
And the trumpets they go
And the trumpets they go
Yeah, the trumpets they go
Da-da, da-ra-ra-da, da, da
Da, ra, ra, ra, da, da
Da-da, da-ra-ra-da, da, da (Oh, woo)
Da, ra, ra, ra, da, da (They go)
Haha, is it weird that I hear
Violins whenever you’re gone? (Whenever you're gone)
Yeah, is it weird that your ass
Remind me of a Kanye West song? (Kanye West song)
Haha, yeah, is it weird that I hear
Trumpets when you’re turning me on? (Turning me on)
Is it weird that your bra
Remind me of a Katy Perry song?

Every time that you get undressed
I hear symphonies in my head
I wrote this song just looking at you oh, oh
Yeah, the drums they swing low
And the trumpets they go (and they're playing for you, baby)
And the trumpets they go, haha, yeah
Yeah, the trumpets they go
Da-da, da-ra-ra-da, da, da
Da, ra, ra, ra, da, da
Yeah, the trumpets they go
Da-da, da-ra-ra-da, da, da (Go, go go, go go)
Da, ra, ra, ra, da, da (Go, go go, go go, they go)

Damn, is it weird that I hear
Angels every time that you moan? (Time that you moan)
Uh, oh, yeah, is it weird that your eyes
Remind me of a Coldplay song? (A Coldplay song)
Is it weird that I hear
Trumpets when you’re turning me on?
Is it weird that your bra (that your bra)
Remind me of a Katy Perry song?
You might also like
Every time that you get undressed
I hear symphonies in my head
I wrote this song looking at you, oh, oh (Oh, yeah)
Every time that you get undressed (Every time, every time that you get undressed)
I hear symphonies in my head (Haha, I hear symphonies in my head)
I wrote this song just looking at you, oh, oh (Haha, I wrote this song, just looking at you, girl)
Uh, yeah, the drums they swing low
And the trumpets they go
[Da-da, da-ra-ra-da, da, da
Da, ra, ra, ra, da, da (Acapella on 'em)
Da-da, da-ra-ra da, da, da (They go, oh, yeah, oh)
Da, ra, ra, ra, da, da (C'mon, c'mon, c'mon)](2959868)
They go
136Embed",0.093158,0.020296,0.191745,0.518079,0.175431
62,Maroon 5,Animals,2bL2gyO6kBdLkNSkxXNh6x,0.279,0.742,0.0898,0.000185,0.593,0.0,0.328,189.868,-6.46,"Animals Lyrics
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm... (Hey)

So what you trying to do to me? (Hey)
It's like we can't stop, we're enemies (Hey)
But we get along when I'm inside you, yeah (Hey)
You're like a drug that's killing me (Hey)
I cut you out entirely (Hey)
But I get so high when I'm inside you
Yeah, you can start over, you can run free (Hey)
You can find other fish in the sea (Hey)
You can pretend it's meant to be (Hey)
But you can't stay away from me
I can still hear you making that sound (Hey)
Taking me down, rolling on the ground (Hey)
You can pretend that it was me, but no, oh (Hey)

Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm... (Hey)

So if I run, it's not enough (Hey)
You're still in my head, forever stuck (Hey)
So you can do what you wanna do, yeah (Hey)
I love your lies, I'll eat 'em up (Hey)
But don't deny the animal (Hey)
That comes alive when I'm inside you
See Maroon 5 LiveGet tickets as low as $81You might also like
Yeah, you can start over, you can run free (Hey)
You can find other fish in the sea (Hey)
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound (Hey)
Taking me down, rolling on the ground (Hey)
You can pretend that it was me, but no, oh (Hey)

Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm...

Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside, si-si-side
Yeah, yeah, yeah
No girl don't lie, lie, lie, lie (No, no, don't lie)
You can't deny-ny-ny-ny (You can't deny)
The beast inside, si-si-side
Yeah, yeah, yeah
Yo-oh, oh, oh, oh, oh, oh, oh
Just like animals, animals, like animals-mals (Hey, hey)
Just like animals, animals, like animals-mals, oww!
(Yeah, yeah, yeah)

Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm...

Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside, si-si-side
Yeah, yeah, yeah
No girl don't lie, lie, lie, lie (No, no, don't lie)
You can't deny-ny-ny-ny (You can't deny)
The beast inside, si-si-side
Yeah, yeah, yeah140Embed",0.073153,0.046779,0.138971,0.38675,0.230627
63,Jason Aldean,Burnin' It Down,5HJqpDspKDKwQpLjvkcIsD,0.681,0.795,0.049,0.305,0.109,9.41e-06,0.64,135.939,-6.652,"TranslationsFrançaisBurnin’ It Down Lyrics
You slip your finger through the tear in my t-shirt
You stirrin' up dirty in the back of my mind
You keep on flirtin', 'cause you know that it's workin'
You stuck in my head girl writing the lines
Couldn't sing this song without you if I tried
Let's light it up like it's our last night

We're just hanging around
Burnin' it down
Sippin' on some cold Jack Daniel's
Jammin' to some old Alabama with you baby
Laying right here naked in my bed
I'm just doing my thing
You love it when I sing
Say it makes you feel like an angel
We about to get a little tangled up right about now
So girl let's keep burnin' it down
Burnin' it down, burnin' it down
Girl when you want it
You know that I'm on it
You know that I love lovin' up on you
Let's hit the switch and let our shadows dance
And light it up like it's our last chance

We're just hanging around
Burnin' it down
Sippin' on some cold Jack Daniel's
Jammin' to some old Alabama with you baby
Laying right here dreamin' in my bed
I'm just doing my thing
You love it when I sing
Say it makes you feel like an angel
We about to get a little tangled up right about now
So girl let's keep burnin' it down
Burnin' it down, burnin' it down, burnin' it down
Burnin' it down, burnin' it down, burnin' it down

I wanna rock it all night
Baby girl will you rock it out with me (with me)
I wanna crawl through the dark
Just to feel your heartbeat against me (against me)
I wanna rock it all night
Baby girl will you rock it out with me (with me)
I wanna crawl through the dark
Just to feel your heartbeat against me  (against me)
See Jason Aldean LiveGet tickets as low as $67You might also like
We're just hanging around
Burnin' it down
Sippin' on some cold Jack Daniel's
Jammin' to some old Alabama with you baby
Laying right here naked in my bed
I'm just doing my thing
You love it when I sing
Say it makes you feel like an angel
We about to get a little tangled up right about now
So girl let's keep burnin' it down
Burnin' it down, burnin' it down, burnin' it down
Burnin' it down, burnin' it down, burnin' it down

I wanna rock it all night
Baby girl will you rock it out with me (with me)
I wanna crawl through the dark
Just to feel your heartbeat against me54Embed",0.077788,0.052185,0.185781,0.47397,0.17103
64,Luke Bryan,Play It Again,03fT3OHB9KyMtGMt2zwqCT,0.506,0.886,0.0655,0.0916,0.0734,0.0,0.595,143.935,-3.225,"Play It Again Lyrics
She was sittin' all alone over on the tailgate
Tan legs swingin' by a Georgia plate
I was lookin' for her boyfriend
Thinkin', ""no way she ain't got one""
Soon as I sat down, I was fallin' in love
Tryin' to pour a little sugar in her Dixie cup
Talkin' over the speakers in the back of that truck
She jumped up and cut me off

She was like, ""Oh my God, this is my song
I've been listenin' to the radio all night long
Sittin' 'round waitin' for it to come on and here it is""
She was like, ""Come here, boy, I wanna dance!""
'Fore I said a word, she was takin' my hand
Spinnin' me around 'til it faded out
And she gave me a kiss
And she said, ""Play it again, play it again, play it again""
And I said, ""Play it again, play it again, play it again""
I'd gave that DJ my last dime
If he would have played it just one more time
But a little while later
We were sittin' in the drive in my truck
Before I walked her to the door
I was scannin' like a fool AM, FM, XM too
But I stopped real quick when I heard that groove
Man, you should have seen her light up

She was like, ""Oh my God, this is my song
We've been listenin' to the radio all night long
I can't believe that it came back on, but here it is""
She was like, ""Come here boy, I wanna dance""
'Fore I said a word, she was takin' my hand
Spinnin' in the headlights, she gave me a goodnight kiss
And I said, ""Play it again, play it again, play it again""

And she said, ""Play it again, play it again, play it again""
The next Friday night we were sittin' out under the stars
You should have seen her smile when I broke out my guitar

She was like, ""Oh my God, this is my song
I've been listenin' to the radio all night long
Sittin' 'round waitin' for it to come on and here it is""
She was like, ""Come here boy, I wanna dance""
'Fore I said a word, she was takin' my hand
Spinnin' in the headlights, she gave me a goodnight kiss
And she said, ""Play it again, play it again, play it again""
And I said, ""Play it again, play it again, play it again""
See Luke Bryan LiveGet tickets as low as $68You might also like
Yeah, play it again, play it again, play it again
She said ""Somebody play it again, play it again, play it again""39Embed",0.089861,0.036228,0.091933,0.472613,0.213716
65,Tinashe feat. Schoolboy Q,2 On,3jVtllWS5CFFWLQng8sKsr,0.742,0.595,0.107,0.15,0.111,0.0,0.431,101.013,-7.51,"2 On Lyrics

Give me all that you got now
Make you want me cause I'm hot now
I'm gone, so faded I'm on one
Bang bang, pop off like a long gun
If you a lame, nigga you ain't making no noise
Get faded, turn up with the big boys
Live fast, die young that's my choice
Get money, get money like an invoice
We can mob all in the whip
Make the money make a grip
I be stuntin' with my clique
Getting faded 'till we trip (oh)
Man, I love to get on
I love to get 2 on
When the drink be too strong
When the tree be way too strong
Get faded, turn up, bruh
Pour it on up 'till I can't even think no more
Get ratchet, go dumb then go more dumb then
We can keep it lit, let's roll
I love to get 2 on
Let-let... let's roll
I love to get 2 on, I love to
Let-let-let's roll
Let-let-let's roll

Yea we can get active
And all my bitches attractive
We go, you know who we are now
Get high, hotbox in my car now
If you a lame, nigga you ain't making no noise
Get faded, turn up with the big boys
Live fast, die young that's my choice
Get money, get money like an invoice
We can mob all in the whip
Make the money make a grip
I be stuntin' with my clique
Getting faded 'till we trip (oh)
You might also like
Man, I love to get on
I love to get 2 on
When the drink be too strong
When the tree be way too strong
Get faded, turn up, bruh
Pour it on up 'till I can't even think no more
Get ratchet, go dumb then go more dumb then
We can keep it lit, let's roll
I love to get 2 on
Let-let... let's roll
I love to get 2 on, I love to
Let-let-let's roll
Let-let-let's roll
Uh, pull your panties down from under you
Beat that pussy up, make you wanna holla Q
Drunk than a bitch, high on that Mary Jane
Pussy in my mouth, pussy on my pinky ring
Nasty, baby me do it in the backseat
Swear this marijuana keep it cracking
Lights, camera, action, I ain't doing nothing 'til the cash in
Money, money, money, weed, fashion
Draped up and dripped out, keep the trees passing
Girl toot that thing up, fuck me, fuck rapping
Days of our lives so clap, clap that cake
Spreading your thighs I pump, pump your brakes, ay
Just give me the trees and we can smoke it ya
Just give me the drink and we can pour it ya
And my enemies, they see me living now
And if you roll with me, then you'll be winning now, oh

Man, I love to get on
I love to get 2 on
When the drink be too strong
When the tree be way too strong
Get faded, turn up, bruh
Pour it on up 'till I can't even think no more
Get ratchet, go dumb then go more dumb then
We can keep it lit, let's roll
I love to get 2 on
Let-let... let's roll
I love to get 2 on, I love to
Let-let-let's roll
Let-let-let's roll380Embed",0.099692,0.066166,0.102195,0.389795,0.24144
66,Florida Georgia Line,Dirt,5CXnIPD6rTjszYYQm6fY2P,0.547,0.878,0.0451,0.0638,0.106,7.08e-06,0.592,121.973,-4.224,"Dirt Lyrics
I'll tell you something, 1968 was just another year, the fields needed tilling and there wasn't enough rain. But it was the first year Rosie started bringing my lunch out to the field every day

You get your hands in it
Plant your roots in it
Dusty headlight, dance with your boots in it (Dirt)
You write her name on it
Spin your tires on it
Build your corn field, whiskey, bonfires on it (Dirt)
You bet your life on it, yeah
It's that...
Elm shade, red rust clay you grew up on
That plowed up ground, that your dad damned his luck on
That post game party field you circle up on
And when it rains you get stuck on
Drift a cloud back behind county roads that you run up
And mud on her jeans that she peeled off and hung up
Her blue-eyed summertime smile looks so good that it hurts
Makes you wanna build a 10 percent down white picket fence house on this dirt

Rosie and I had five children, one died at birth, they were tough times, tough years, did okay

You've mixed some sweat with it
Taking a shovel to it
You've stuck some crosses and some painted
Goal posts through it (Dirt)
You know you came from it (Dirt)
And some day you'll return to...

Elm shade, red rust clay you grew up on
That plowed up ground, that your dad damned his luck on
That post game party field you circle up on
And when it rains you get stuck on
Drift a cloud back behind county roads that you run up
And mud on her jeans that she peeled off and hung up
Her blue-eyed summertime smile looks so good that it hurts
Makes you wanna build a 10 percent down white picket fence house on this dirt
You might also like
I asked Rosie one time if she wanted to travel to see the world, and no she said ""the world comes right to my window every day""... Even if it's broken
(You know you came from it (dirt, dirt) And some day you'll return to)

Elm shade, red rust clay you grew up on
That plowed up ground, that your dad damned his luck on
That post game party field you circle up on
And when it rains, you get stuck on
Drift a cloud back behind county roads that you run up
And mud on her jeans that she peeled off and hung up
Her blue-eyed summertime smile looks so good that it hurts
Makes you wanna build a 10 percent down white picket fence house on this dirt

Makes you wanna build a 10 percent down white picket fence house on this dirt

See Rosie was right about two things: you don't have to see the world to be worldly, just raise good children, bake good enough pies and the world will come right to your kitchen window. She's right about something else too, I built that baseball diamond way too close to the kitchen

(You know you came from it
And some day, you'll return to it)46Embed",0.111567,0.085201,0.121979,0.347167,0.298116
67,OneRepublic,Love Runs Out,5BJSZocnCeSNeYMj3iVqM7,0.719,0.935,0.0589,0.167,0.0973,0.0,0.738,120.022,-3.752,"Love Runs Out Lyrics
I'll be your light, your match, your burning sun
I'll be the bright, in black, that's making you run
And we'll feel alright, and we'll feel alright
'Cause we'll work it out, yeah, we'll work it out
I'll be doing this, if you had a doubt
'Til the love runs out, 'til the love runs out

I'll be your ghost, your game, your stadium
I'll be your fifty-thousand clapping like one
And I feel alright, and I feel alright
'Cause I worked it out, yeah, I worked it out
I'll be doin' this, if you had a doubt
'Til the love runs out, 'til the love runs out
I got my mind made up
Man, I can't let go
I'm killing every second 'til it saves my soul
(Woo) I'll be running, (Woo) I'll be running
'Til the love runs out
'Til the love runs out
And we'll start a fire, and we'll shut it down
'Til the love runs out
'Til the love runs out

There's a maniac out in front of me
Got an angel on my shoulder, and Mephistopheles
But Mama raised me good, Mama raised me right
Mama said, ""Do what you want, say prayers at night""
And I'm saying them, 'cause I'm so devout
'Til the love runs out
'Til the love runs out, yeah

I got my mind made up
Man, I can't let go
I'm killing every second 'til it saves my soul
(Woo) I'll be running, (Woo) I'll be running
'Til the love runs out
'Til the love runs out
And we'll start a fire, and we'll shut it down
'Til the love runs out
'Til the love runs out
See OneRepublic LiveGet tickets as low as $24You might also like
Ooh, we all want the same thing
Ooh, we all run for something
Run for God, for fate
For love, for hate
For gold and rust
For diamonds and dust
I'll be your light, your match, your burning sun
I'll be the bright in black that's making you run

I got my mind made up
Man, I can't let go
I'm killing every second 'til it saves my soul
(Woo) I'll be running, (Woo) I'll be running
'Til the love runs out
'Til the love runs out
And we'll start a fire, and we'll shut it down
'Til the love runs out
'Til the love runs out

I'll be your light, your match, your burning sun
I'll be the bright, in black that's making you run
And we'll feel alright, and we'll feel alright
'Cause we'll work it out, yes, we'll work it out
And we'll start a fire, and we'll shut it down
'Til the love runs out
'Til the love runs out
'Til the love runs out74Embed",0.114473,0.017319,0.086528,0.545714,0.195176
