,Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age,year,position,artist,song,megahit
0,15616,daughtry,life after you,2006,pop,break spittin smoke road tryin home tell wrong know believe stop nothin start runnin life laughter long laughin thinkin matter life cause know life time talk night walk burn like iron mind high lyric commercial,35,0.0016447368930117,0.0016447368915969,0.147836671995952,0.1247813696630775,0.00164473684872,0.0016447368925523,0.0016447368516874,0.1505998158192112,0.3216490083567888,0.0016447370626835,0.1064972615306611,0.0489950398471307,0.0016447368492422,0.0016447369098393,0.001644736980002,0.0016447368535046,0.3620708328820535,0.8308078865728277,0.0599388151996136,0.0,0.348722176422094,0.796790450312362,obscene,0.2,2010,96,daughtry,life after you,0
1,15997,j. holiday,suffocate,2007,pop,play thinkin bout long come lips eye hand hips grind fantasizin bout fiendin spendin time couldn leave want turn fool tell cause breathe talk breathe touchin suffocate away goin outta mind breathe talk breathe touchin suffocate away goin outta mind finger hair wonder feel watchin cause night lovin lookin phone time ring girl bracin fall wanna say somebody paramedics tell hurry come cause breathe talk breathe touchin suffocate away goin outta mind breathe talk breathe touchin suffocate away goin outta mind leave girl need inside world feel like feel cause breathe talk breathe touchin suffocate away goin outta mind breathe talk breathe touchin suffocate away goin outta mind breathe breathe breathe breathe breathe,113,0.0216944354723212,0.2375164723254688,0.0005599104460377,0.0861950452459182,0.0005599104416014,0.0005599104520525,0.0005599104644969,0.0874476281882645,0.3082850772577907,0.0005599104401069,0.0005599104335196,0.0005599104344881,0.0005599104215186,0.0711507415219905,0.1515435258006796,0.0300080591417162,0.7216506011047331,0.699946157987847,0.6636542807773903,0.0,0.4641384995877988,0.4374198673672291,obscene,0.1857142857142857,2008,64,j. holiday,suffocate,0
2,16065,colbie caillat,realize,2007,pop,time realize warmth crash time realize tell spell gonna simple spell realize realize perfect realize realize wonder miss time realize ohoh tell time realize pass tell spell gonna simple spell realize realize perfect realize realize wonder miss feel meet halfway meet halfway realize realize perfect realize realize wonder realize realize realize realize miss miss yeah realize realize realize realize,59,0.0010121457533023,0.0010121461754813,0.6294199056549383,0.0010121458008336,0.020716258874262,0.0010121457515692,0.0010121457801027,0.1712650205120935,0.0010121457989522,0.0010121457546111,0.0010121458133353,0.0010121459158456,0.0010121457596897,0.00101214578345,0.0343743869813638,0.0898288082839715,0.6902415249648003,0.7523780222034202,0.1425694202504219,0.0,0.1364385820280296,0.6075953523273199,world/life,0.1857142857142857,2008,67,colbie caillat,realize,0
3,16068,keyshia cole,i remember,2007,pop,remember remember wanna know say love cry night wait couldn sleep think time share remember heart break remember give love heart couldn lonely remember walk remember scream hat deep inside love lonely know pain go save deep heart know leave plus heart keep tell turn rest life promise genuinely remember walk remember give love heart couldn lonely remember storm remember give love lonely,63,0.0008771929923703,0.0176481360107157,0.3072033351593588,0.0245028649993797,0.0008771929857486,0.0008771929911944,0.1185576255263662,0.0820179966268209,0.0008771929968841,0.0008771929983352,0.0008771930150694,0.0008771930088909,0.0008771929841085,0.0008771929947186,0.4181170420821966,0.0008771930369857,0.527780786309975,0.8010922236751019,0.2349389909026012,0.0,0.3033800494641385,0.756749159733517,sadness,0.1857142857142857,2008,89,keyshia cole,i remember,0
4,16073,the-dream,i luv your girl,2007,pop,american dream know mean baam baam radio killa trick beat track like gorillas yeah club thang wanna sing thang thang know leave song come right grindin rest night start muggin eye mama hood girl mama stay girl wife beater denim girl keep heel high girl look roll girl look girl sorry girl girlfriend finger hair tryna like fuck nigga drop floor like like fuck nigga envy want head talkin bout diss talkin bout tron actin girl choose tell bring club pray cause seriously mama hood girl mama stay girl wife beater denim girl keep heel high girl look roll girl look girl sorry girl girlfriend finger hair tryna like fuck nigga drop floor like like fuck nigga envy want head american dream usually hate dude heart will separate walk club shawty want worst plus birthday mama hood girl mama stay girl wife beater denim girl keep heel high girl look roll girl look girl sorry girl girlfriend finger hair tryna like fuck nigga drop floor like like fuck nigga envy want head feel situation cause damn damn damn yeahh,179,0.0003869969173941,0.0003869969222805,0.000386996924769,0.0003869969762336,0.0079496078600677,0.0705350096336564,0.0003869969212563,0.0003869969325272,0.4497285557413832,0.0283491698223158,0.0003869969322414,0.000386996941792,0.0003869969063256,0.3406219485792712,0.0294641443548498,0.0003869969106273,0.676161594281382,0.6622054713739968,0.0170672862121347,0.0,0.0164880461665292,0.3223011569530499,obscene,0.1857142857142857,2008,75,the-dream,i luv your girl,0
5,16075,britney spears,piece of me,2007,pop,yeah yeah miss american dream matter step scene sneak away philippines picture derriere magazine want piece want piece miss media karma drama guess harm work mama exceptional earner want piece lifestyles famous want piece shameless want piece extra extra want piece want piece yeah yeah want piece try piss line paparazzi flip hop resort havoc settle court sure want piece want piece likely slippin streets gettin groceries real kiddin wonder panic industry mean want piece lifestyles famous want piece shameless want piece extra extra want piece want piece yeah yeah yeah miss american dream matter step scene sneak away philippines picture derriere magazine want piece want piece piece yeah want piece lifestyles famous want piece shameless want piece extra extra want piece want piece lifestyles famous want piece shameless want piece extra extra want piece want piece piece yeah want piece yeah yeah,143,0.0005482456153144,0.0005482456573523,0.0005482456383199,0.0005482457162704,0.1497699211272645,0.0188538290075198,0.0005482456227364,0.000548245654864,0.0813843086273979,0.0005482456169739,0.0005482456698916,0.0005482456309656,0.0005482456161819,0.0005482456261551,0.3734796074817442,0.0412386961365255,0.766056536337052,0.7846319513883547,0.0905613359049557,0.0,0.7815333882934873,0.6386273525259247,sadness,0.1857142857142857,2008,83,britney spears,piece of me,0
6,16102,m.i.a.,paper planes,2007,pop,like paper high like plan catch border visa come second like paper high like plan catch border visa come second think sittin train stop clock game winner make fame bona fide hustler make think sittin train stop clock game winner make fame bona fide hustler make wanna money wanna money wanna money wanna money pirate skulls bone stick stone weed bong run lethal poison pirate skulls bone stick stone weed bong run lethal poison corner swagger like burner prepay wireless pack deliver like truck go hell pump corner swagger like burner prepay wireless pack deliver like truck go hell pump wanna money wanna money wanna money wanna money world democracy yeah record funny business ready murder murder wanna money wanna money wanna money wanna money,125,0.0006191950795121,0.0006191950899498,0.0006191950790259,0.0006191950704177,0.012403059386666,0.00061919505591,0.000619195047351,0.000619195069294,0.482904903644432,0.0006191950592016,0.1573538694528493,0.0006191950619509,0.0006191950527259,0.0945748868004415,0.0006191950550077,0.0006191951085351,0.4281381999350158,0.7552495961849088,0.0278102688858121,9.736842105263158e-05,0.4754740313272877,0.8548503216516872,obscene,0.1857142857142857,2008,35,m.i.a.,paper planes,1
7,16105,colbie caillat,bubbly,2007,pop,count awake feel like child cause time bubbly face tingle silly place start toe crinkle nose go know smile stay time rain fall window pane hide safer place cover stay warm feel start toe crinkle nose go know smile stay time gonna feel start toe make crinkle nose go know smile stay time tadadam tada dadam tadadam tadadada tadadam umba dada umba tadadada asleep like child cause time hold arm comfortable feel warmth start soul lose control kiss nose feel show cause smile baby time hold tight know cause smile,90,0.0190402007055716,0.0008354219279757,0.0008354219480054,0.1329968769813826,0.000835421894593,0.0008354218962722,0.1010853332862736,0.0685632667127282,0.0008354219272023,0.0008354219044771,0.0008354219245742,0.0008354219254495,0.0285457433827378,0.0965897517333033,0.3743750262245293,0.1105295899319066,0.6523340192786744,0.7464297618131939,0.5963851369328684,0.0,0.2230008244023083,0.4914756096486696,sadness,0.1857142857142857,2008,21,colbie caillat,bubbly,1
8,16109,leona lewis,bleeding love,2007,pop,close need pain twice vain time start pass know freeze happen time heart melt grind true look round think go crazy care pull away know truth heart cripple vein close open bleed bleed bleed bleed bleed bleed open try hard hear talk loud pierce sound ears doubt know goal fall greater risk come embrace world loneliness face think go crazy maybe maybe care pull away know truth heart cripple vein close open bleed bleed bleed bleed bleed bleed open drain hard believe wear scar care pull away know truth heart cripple vein close open bleed bleed bleed bleed bleed bleed open bleed bleed bleed oohhh bleed bleed bleed open bleed bleed,111,0.0005540166494156,0.4806562644682335,0.0198227910301,0.0005540166521804,0.0005540166401459,0.0005540166298393,0.0005540166399492,0.2683498452232741,0.0005540166387874,0.0005540166373724,0.0197157455922456,0.0005540166455581,0.0005540166284662,0.0005540166444935,0.2036991206948183,0.0005540166683284,0.6241741579118381,0.7633002589544393,0.1887542055765116,0.0,0.2075432811211871,0.6566459332864047,violence,0.1857142857142857,2008,2,leona lewis,bleeding love,1
9,16356,lil wayne,a milli,2008,pop,bangladesh young money go millionaire young money millionaire tougher nigerian hair criteria compare career fair venereal disease like menstrual bleed pencil leak sheet tablet mind cause write shit cause time cause second minutes hours almighty dollar almighty power chchachachopper sister brother daughter father motherfuck copper maserati dancin bridge pussy poppin tell copper hahahaha catch stop goon rule beat stand drop cause like redenbacher motherfucker million million sicilian bitch long hair coke derriere like smoke thinnest open lamborghini hopin crackers like look bastard weezy beast mothafuckin problem okay goon goon goblin nothin nothin scarin nothin faggot bullshit rodman want bitch sidekick answer private damn hate bitch hate bitch yeah bitch change bitch yeah nigga bitch money surprise bitch trickin like bitch shit motherfucker sick okay watch sick yeah drop sick yeah glock sick knot motherfucker rappin like andré erykah badu say beat flame know true swallow shit loose bowels like vowels like hour pushin flower sharin shower tell world bible tell girl sour play garden smell lawn mower bitch like lowrey stefani say couldn doubt motherfucker life shit chrome lips pokin coupe look like poutin bitch turn crack mountain dare compare cause near hear feel fear illy peat,197,0.0004576659080879,0.0770999940181541,0.0440112518324095,0.0167930467316591,0.0399376666267246,0.0142544139902354,0.0004576659421418,0.0797338441656749,0.52850531799583,0.0004576659353333,0.0004576659305878,0.0488903024432378,0.023394337884692,0.123260830865624,0.0004576659194321,0.0004576659815884,0.676161594281382,0.6952029331077096,0.057930781055001,0.0006933198380566,0.7186727122835943,0.6946851593363076,obscene,0.1714285714285714,2008,43,lil wayne,a milli,1
